Абсолютный путь                                                                 ,Относительный путь                                ,Класс                         
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0215.txt          ,..\Lab1\dataset\1\0215.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0216.txt          ,..\Lab1\dataset\1\0216.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0217.txt          ,..\Lab1\dataset\1\0217.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0218.txt          ,..\Lab1\dataset\1\0218.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0219.txt          ,..\Lab1\dataset\1\0219.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0220.txt          ,..\Lab1\dataset\1\0220.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0221.txt          ,..\Lab1\dataset\1\0221.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0222.txt          ,..\Lab1\dataset\1\0222.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0223.txt          ,..\Lab1\dataset\1\0223.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0224.txt          ,..\Lab1\dataset\1\0224.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0225.txt          ,..\Lab1\dataset\1\0225.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0226.txt          ,..\Lab1\dataset\1\0226.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0227.txt          ,..\Lab1\dataset\1\0227.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0228.txt          ,..\Lab1\dataset\1\0228.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0229.txt          ,..\Lab1\dataset\1\0229.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0230.txt          ,..\Lab1\dataset\1\0230.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0231.txt          ,..\Lab1\dataset\1\0231.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0232.txt          ,..\Lab1\dataset\1\0232.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0233.txt          ,..\Lab1\dataset\1\0233.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0234.txt          ,..\Lab1\dataset\1\0234.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0235.txt          ,..\Lab1\dataset\1\0235.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0236.txt          ,..\Lab1\dataset\1\0236.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0237.txt          ,..\Lab1\dataset\1\0237.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0238.txt          ,..\Lab1\dataset\1\0238.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0239.txt          ,..\Lab1\dataset\1\0239.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0240.txt          ,..\Lab1\dataset\1\0240.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0241.txt          ,..\Lab1\dataset\1\0241.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0242.txt          ,..\Lab1\dataset\1\0242.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0243.txt          ,..\Lab1\dataset\1\0243.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0244.txt          ,..\Lab1\dataset\1\0244.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0245.txt          ,..\Lab1\dataset\1\0245.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0246.txt          ,..\Lab1\dataset\1\0246.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0247.txt          ,..\Lab1\dataset\1\0247.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0248.txt          ,..\Lab1\dataset\1\0248.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0249.txt          ,..\Lab1\dataset\1\0249.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0250.txt          ,..\Lab1\dataset\1\0250.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0251.txt          ,..\Lab1\dataset\1\0251.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0252.txt          ,..\Lab1\dataset\1\0252.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0253.txt          ,..\Lab1\dataset\1\0253.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0254.txt          ,..\Lab1\dataset\1\0254.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0255.txt          ,..\Lab1\dataset\1\0255.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0256.txt          ,..\Lab1\dataset\1\0256.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0257.txt          ,..\Lab1\dataset\1\0257.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0258.txt          ,..\Lab1\dataset\1\0258.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0259.txt          ,..\Lab1\dataset\1\0259.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0260.txt          ,..\Lab1\dataset\1\0260.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0261.txt          ,..\Lab1\dataset\1\0261.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0262.txt          ,..\Lab1\dataset\1\0262.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0263.txt          ,..\Lab1\dataset\1\0263.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0264.txt          ,..\Lab1\dataset\1\0264.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0265.txt          ,..\Lab1\dataset\1\0265.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0266.txt          ,..\Lab1\dataset\1\0266.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0267.txt          ,..\Lab1\dataset\1\0267.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0268.txt          ,..\Lab1\dataset\1\0268.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0269.txt          ,..\Lab1\dataset\1\0269.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0270.txt          ,..\Lab1\dataset\1\0270.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0271.txt          ,..\Lab1\dataset\1\0271.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0272.txt          ,..\Lab1\dataset\1\0272.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0273.txt          ,..\Lab1\dataset\1\0273.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0274.txt          ,..\Lab1\dataset\1\0274.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0275.txt          ,..\Lab1\dataset\1\0275.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0276.txt          ,..\Lab1\dataset\1\0276.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0277.txt          ,..\Lab1\dataset\1\0277.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0278.txt          ,..\Lab1\dataset\1\0278.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0279.txt          ,..\Lab1\dataset\1\0279.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0280.txt          ,..\Lab1\dataset\1\0280.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0281.txt          ,..\Lab1\dataset\1\0281.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0282.txt          ,..\Lab1\dataset\1\0282.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0283.txt          ,..\Lab1\dataset\1\0283.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0284.txt          ,..\Lab1\dataset\1\0284.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0285.txt          ,..\Lab1\dataset\1\0285.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0286.txt          ,..\Lab1\dataset\1\0286.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0287.txt          ,..\Lab1\dataset\1\0287.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0288.txt          ,..\Lab1\dataset\1\0288.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0289.txt          ,..\Lab1\dataset\1\0289.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0290.txt          ,..\Lab1\dataset\1\0290.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0291.txt          ,..\Lab1\dataset\1\0291.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0292.txt          ,..\Lab1\dataset\1\0292.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0293.txt          ,..\Lab1\dataset\1\0293.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0294.txt          ,..\Lab1\dataset\1\0294.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0295.txt          ,..\Lab1\dataset\1\0295.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0296.txt          ,..\Lab1\dataset\1\0296.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0297.txt          ,..\Lab1\dataset\1\0297.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0298.txt          ,..\Lab1\dataset\1\0298.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0299.txt          ,..\Lab1\dataset\1\0299.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0300.txt          ,..\Lab1\dataset\1\0300.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0301.txt          ,..\Lab1\dataset\1\0301.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0302.txt          ,..\Lab1\dataset\1\0302.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0303.txt          ,..\Lab1\dataset\1\0303.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0304.txt          ,..\Lab1\dataset\1\0304.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0305.txt          ,..\Lab1\dataset\1\0305.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0306.txt          ,..\Lab1\dataset\1\0306.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0307.txt          ,..\Lab1\dataset\1\0307.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0308.txt          ,..\Lab1\dataset\1\0308.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0309.txt          ,..\Lab1\dataset\1\0309.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0310.txt          ,..\Lab1\dataset\1\0310.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0311.txt          ,..\Lab1\dataset\1\0311.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0312.txt          ,..\Lab1\dataset\1\0312.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0313.txt          ,..\Lab1\dataset\1\0313.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0314.txt          ,..\Lab1\dataset\1\0314.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0315.txt          ,..\Lab1\dataset\1\0315.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0316.txt          ,..\Lab1\dataset\1\0316.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0317.txt          ,..\Lab1\dataset\1\0317.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0318.txt          ,..\Lab1\dataset\1\0318.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0319.txt          ,..\Lab1\dataset\1\0319.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0320.txt          ,..\Lab1\dataset\1\0320.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0321.txt          ,..\Lab1\dataset\1\0321.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0322.txt          ,..\Lab1\dataset\1\0322.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0323.txt          ,..\Lab1\dataset\1\0323.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0324.txt          ,..\Lab1\dataset\1\0324.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0325.txt          ,..\Lab1\dataset\1\0325.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0326.txt          ,..\Lab1\dataset\1\0326.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0327.txt          ,..\Lab1\dataset\1\0327.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0328.txt          ,..\Lab1\dataset\1\0328.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0329.txt          ,..\Lab1\dataset\1\0329.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0330.txt          ,..\Lab1\dataset\1\0330.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0331.txt          ,..\Lab1\dataset\1\0331.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0332.txt          ,..\Lab1\dataset\1\0332.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0333.txt          ,..\Lab1\dataset\1\0333.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0334.txt          ,..\Lab1\dataset\1\0334.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0335.txt          ,..\Lab1\dataset\1\0335.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0336.txt          ,..\Lab1\dataset\1\0336.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0337.txt          ,..\Lab1\dataset\1\0337.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0338.txt          ,..\Lab1\dataset\1\0338.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0339.txt          ,..\Lab1\dataset\1\0339.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0340.txt          ,..\Lab1\dataset\1\0340.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0341.txt          ,..\Lab1\dataset\1\0341.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0342.txt          ,..\Lab1\dataset\1\0342.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0343.txt          ,..\Lab1\dataset\1\0343.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0344.txt          ,..\Lab1\dataset\1\0344.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0345.txt          ,..\Lab1\dataset\1\0345.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0346.txt          ,..\Lab1\dataset\1\0346.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0347.txt          ,..\Lab1\dataset\1\0347.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0348.txt          ,..\Lab1\dataset\1\0348.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0349.txt          ,..\Lab1\dataset\1\0349.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0350.txt          ,..\Lab1\dataset\1\0350.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0351.txt          ,..\Lab1\dataset\1\0351.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0352.txt          ,..\Lab1\dataset\1\0352.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0353.txt          ,..\Lab1\dataset\1\0353.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0354.txt          ,..\Lab1\dataset\1\0354.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0355.txt          ,..\Lab1\dataset\1\0355.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0356.txt          ,..\Lab1\dataset\1\0356.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0357.txt          ,..\Lab1\dataset\1\0357.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0358.txt          ,..\Lab1\dataset\1\0358.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0359.txt          ,..\Lab1\dataset\1\0359.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0360.txt          ,..\Lab1\dataset\1\0360.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0361.txt          ,..\Lab1\dataset\1\0361.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0362.txt          ,..\Lab1\dataset\1\0362.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0363.txt          ,..\Lab1\dataset\1\0363.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0364.txt          ,..\Lab1\dataset\1\0364.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0365.txt          ,..\Lab1\dataset\1\0365.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0366.txt          ,..\Lab1\dataset\1\0366.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0367.txt          ,..\Lab1\dataset\1\0367.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0368.txt          ,..\Lab1\dataset\1\0368.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0369.txt          ,..\Lab1\dataset\1\0369.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0370.txt          ,..\Lab1\dataset\1\0370.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0371.txt          ,..\Lab1\dataset\1\0371.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0372.txt          ,..\Lab1\dataset\1\0372.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0373.txt          ,..\Lab1\dataset\1\0373.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0374.txt          ,..\Lab1\dataset\1\0374.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0375.txt          ,..\Lab1\dataset\1\0375.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0376.txt          ,..\Lab1\dataset\1\0376.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0377.txt          ,..\Lab1\dataset\1\0377.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0378.txt          ,..\Lab1\dataset\1\0378.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0379.txt          ,..\Lab1\dataset\1\0379.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0380.txt          ,..\Lab1\dataset\1\0380.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0381.txt          ,..\Lab1\dataset\1\0381.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0382.txt          ,..\Lab1\dataset\1\0382.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0383.txt          ,..\Lab1\dataset\1\0383.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0384.txt          ,..\Lab1\dataset\1\0384.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0385.txt          ,..\Lab1\dataset\1\0385.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0386.txt          ,..\Lab1\dataset\1\0386.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0387.txt          ,..\Lab1\dataset\1\0387.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0388.txt          ,..\Lab1\dataset\1\0388.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0389.txt          ,..\Lab1\dataset\1\0389.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0390.txt          ,..\Lab1\dataset\1\0390.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0391.txt          ,..\Lab1\dataset\1\0391.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0392.txt          ,..\Lab1\dataset\1\0392.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0393.txt          ,..\Lab1\dataset\1\0393.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0394.txt          ,..\Lab1\dataset\1\0394.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0395.txt          ,..\Lab1\dataset\1\0395.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0396.txt          ,..\Lab1\dataset\1\0396.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0397.txt          ,..\Lab1\dataset\1\0397.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0398.txt          ,..\Lab1\dataset\1\0398.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0399.txt          ,..\Lab1\dataset\1\0399.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0400.txt          ,..\Lab1\dataset\1\0400.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0401.txt          ,..\Lab1\dataset\1\0401.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0402.txt          ,..\Lab1\dataset\1\0402.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0403.txt          ,..\Lab1\dataset\1\0403.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0404.txt          ,..\Lab1\dataset\1\0404.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0405.txt          ,..\Lab1\dataset\1\0405.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0406.txt          ,..\Lab1\dataset\1\0406.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0407.txt          ,..\Lab1\dataset\1\0407.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0408.txt          ,..\Lab1\dataset\1\0408.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0409.txt          ,..\Lab1\dataset\1\0409.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0410.txt          ,..\Lab1\dataset\1\0410.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0411.txt          ,..\Lab1\dataset\1\0411.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0412.txt          ,..\Lab1\dataset\1\0412.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0413.txt          ,..\Lab1\dataset\1\0413.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0414.txt          ,..\Lab1\dataset\1\0414.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0415.txt          ,..\Lab1\dataset\1\0415.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0416.txt          ,..\Lab1\dataset\1\0416.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0417.txt          ,..\Lab1\dataset\1\0417.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0418.txt          ,..\Lab1\dataset\1\0418.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0419.txt          ,..\Lab1\dataset\1\0419.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0420.txt          ,..\Lab1\dataset\1\0420.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0421.txt          ,..\Lab1\dataset\1\0421.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0422.txt          ,..\Lab1\dataset\1\0422.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0423.txt          ,..\Lab1\dataset\1\0423.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0424.txt          ,..\Lab1\dataset\1\0424.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0425.txt          ,..\Lab1\dataset\1\0425.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0426.txt          ,..\Lab1\dataset\1\0426.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0427.txt          ,..\Lab1\dataset\1\0427.txt                        ,1                             
C:\Users\79297\Desktop\Application Programming\Lab1\dataset\1\0428.txt          ,..\Lab1\dataset\1\0428.txt                        ,1                             
